processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
COCUZ660-18	UHIM.ms6073	9394876	UHIM.ms6073	FF15Np003ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5942	83.7124							Nepal				Ramnagar, Nawalparasi									
COCUZ862-18	UHIM.ms7077	9395078	UHIM.ms7077	FF15Np001CL	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	789593	Zeugodacus	789595	Zeugodacus cucurbitae			Luc Leblanc							B. Bhandari							Adult	M	S				Lure: cue lure		27.5888	83.7149							Nepal				Ramnagar, Nawalparasi									
COLLH4269-12	11468H05_NEP111	2395109		11468H05_NEP111	Museum National d'Histoire Naturelle de Paris, Provisional Research Collection		BOLD:ABW3342	20	Arthropoda	372	Collembola	150453	Poduromorpha											Louis Deharveng							Quentin Rome															27.008	87.929			2126				Nepal					1518740	http://www.boldsystems.org/pics/COLLH/NEP111_Synameria_bc11468H05*3D00011LR+1325615973.jpg	Dorsal		Louis Deharveng	2011	CreativeCommons - Attribution Non-Commercial Share-Alike		Louis Deharveng
DACIN2504-20	UHIM.ms09000	12230656	UHIM.ms09000	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN2563-20	UHIM.ms09065	12230715	UHIM.ms09065	FF15Np004	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5996	83.7273			138.9				Nepal				Ramnagar, Nawalparasi									
FON015-15	DPR_FW 1216034	6233009		1216034	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	121216	Lamiales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
GBAGA7735-13	JX844763	3808187		JX844763	Mined from GenBank, NCBI			23675	Basidiomycota	125178	Agaricomycetes	23676	Agaricales	175289	Amanitaceae			93158	Amanita	563479	Amanita sp. sp-Thai03																								Amanita sp. `sp-Thai03`									Nepal													
GBCL30288-19	GU983826	9825188			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	413	Coleoptera	948	Carabidae	160628	Cicindelinae	362024	Cylindera	393812	Cylindera bigemina																																	Nepal													
GBCL30518-19	AB822028	9825418			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	413	Coleoptera	948	Carabidae	160628	Cicindelinae	346565	Lophyra	393811	Lophyra vittigera																																	Nepal													
GBGC18009-19	MH558114	10868273		MH558114	Mined from GenBank, NCBI		BOLD:AEB6743	18	Chordata	62	Mammalia	313	Rodentia	64481	Cricetidae	3133	Arvicolinae	122971	Neodon	666077	Neodon sikimensis																									28.426	83.828							Nepal													
GBGCA4213-13	JX074145	3639460	CBM-ZF-11641		Mined from GenBank, NCBI		BOLD:AAE5780	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	497883	Bangana	509405	Bangana ariza					Hamilton, 1807																												Nepal		Upsteram of Koshi Barrage Up To 1 Km From the Dam											
GBGL24152-19	DQ080513	9759441	IO-074		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	583	Gracillariidae	762448	Acrocercopinae	50603	Acrocercops	170796	Acrocercops leucophaea					Meyrick, 1919																												Nepal													
GBGL28261-19	KY619677	9764462	TNa1		Mined from GenBank, NCBI		BOLD:AAJ8033	20	Arthropoda	82	Insecta	113	Lepidoptera	545	Gelechiidae	6278	Gelechiinae	285588	Tuta	285589	Tuta absoluta																									27.7313	85.2945							Nepal													
GBGL28264-19	KY619680	9764468	TNd1		Mined from GenBank, NCBI		BOLD:AAJ8033	20	Arthropoda	82	Insecta	113	Lepidoptera	545	Gelechiidae	6278	Gelechiinae	285588	Tuta	285589	Tuta absoluta																									27.7313	85.2945							Nepal													
GBHS6637-10	FJ770967	1536576	FJ770967		Mined from GenBank, NCBI		BOLD:AAA0001	18	Chordata	62	Mammalia	281	Primates	1007	Hominidae	1126056	Homininae	4523	Homo	12439	Homo sapiens					Linnaeus, 1758																												Nepal													
GBHS8754-13	JF742207	3599835	JF742207	JF742207	Mined from GenBank, NCBI		BOLD:AAA0001	18	Chordata	62	Mammalia	281	Primates	1007	Hominidae	1126056	Homininae	4523	Homo	12439	Homo sapiens					Linnaeus, 1758																												Nepal		Kathmandu											
GBHS8756-13	JF742204	3599837	JF742204	JF742204	Mined from GenBank, NCBI		BOLD:AAA0001	18	Chordata	62	Mammalia	281	Primates	1007	Hominidae	1126056	Homininae	4523	Homo	12439	Homo sapiens					Linnaeus, 1758																												Nepal		Kathmandu											
GBMBV2893-14	KF483408	5184782	UGSB 10571	KF483408	Mined from GenBank, NCBI		BOLD:ACX6490	23	Mollusca	70	Bivalvia	952831	Sphaeriida	668	Sphaeriidae	762484	Sphaeriinae	348861	Pisidium	653274	Pisidium atkinsonianum																								isolate: 3328									Nepal		Karnali											
GBMIN104874-17	KR811347	8445256		KR811347	Mined from GenBank, NCBI		BOLD:ADJ8445	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBMIN104886-17	KR811351	8445268		KR811351	Mined from GenBank, NCBI		BOLD:ADJ8445	23	Mollusca	92	Gastropoda			1476	Planorbidae			5981	Indoplanorbis	29494	Indoplanorbis exustus					Deshayes, 1834																												Nepal													
GBMIN1296-12	HQ203180	2980492		HQ203180	Mined from GenBank, NCBI		BOLD:ACB6676	2	Annelida	95135	Clitellata	25247	Arhynchobdellida	29718	Haemadipsidae			29719	Haemadipsa	506697	Haemadipsa zeylanica	506695	Haemadipsa zeylanica montivindicis																						Haemadipsa zeylanica montivindicis									Nepal													
GBMIN1297-12	HQ203181	2980493		HQ203181	Mined from GenBank, NCBI		BOLD:ACB6626	2	Annelida	95135	Clitellata	25247	Arhynchobdellida	29718	Haemadipsidae			29719	Haemadipsa	506697	Haemadipsa zeylanica	506589	Haemadipsa zeylanica agilis																						Haemadipsa zeylanica agilis									Nepal													
GBMIN139234-18	KR607227	8740434		KR607227	Mined from GenBank, NCBI		BOLD:ADM0064	5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31599	Schistosoma spindale																																	Nepal													
GBMNA41520-19	MH990391	10768994		MH990391	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMNB9594-20	MN178258	11564017		MN178258	Mined from GenBank, NCBI		BOLD:AAF3096	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345133	Danioninae	86742	Opsarius	808238	Opsarius bendelisis																									29.0403	81.44							Nepal													
GBMNB9600-20	MN178264	11564023		MN178264	Mined from GenBank, NCBI		BOLD:AAA9205	18	Chordata	77	Actinopterygii	261	Siluriformes	140812	Sisoridae	367050	Sisorinae	140814	Glyptothorax																											28.6932	81.2702							Nepal													
GBMNB9612-20	MN178276	11564035		MN178276	Mined from GenBank, NCBI		BOLD:AAV6830	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	140776	Garra	665971	Garra lamta																									28.5535	81.2766							Nepal													
GBPL1338-10	AB524784	1530506	AB524784		Mined from GenBank, NCBI		BOLD:AAB2759	5	Platyhelminthes	40	Cestoda	27437	Cyclophyllidea	28597	Taeniidae			28598	Taenia	30350	Taenia solium										M. Shakya, D.D.Joshi, A. Aryal																							Nepal		KathmAndu and Lalipur Municipalities											
GBPL2444-13	JQ975010	3629602	JQ975010	JQ975010	Mined from GenBank, NCBI		BOLD:ACH6512	5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			80869	Bivitellobilharzia	80870	Bivitellobilharzia nairi										Ramesh Devkota, Eric S. Loker																							Nepal													
GBVF296-11	JF970633	2289712	S. Miehe 99-84-05	JF970633	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	42252	Caryophyllales	100955	Caryophyllaceae			100956	Silene	420641	Silene himalayensis					(Rohrb.) Majumdar																		taxon:1080096	authority: Silene himalayensis (Edgew.) Majumdar									Nepal													
GBVL3112-11	DQ026587	2324195	Long 31378	DQ026587	Mined from GenBank, NCBI			256173	Marchantiophyta	273783	Jungermanniopsida	397492	Jungermanniales	414106	Plagiochilaceae			434117	Plagiochilion	434120	Plagiochilion conjugatum																							taxon:336954										Nepal													
GBVL4326-11	HM024311	2325409	G.S.Miehe 99-41-01	HM024311	Mined from GenBank, NCBI			251587	Pinophyta	48341	Pinopsida	48346	Pinales	48393	Cupressaceae			100973	Juniperus	423576	Juniperus indica																							taxon:329094										Nepal													
GBVU4328-13	JQ933380	3714149	T. Hoshino et al. 9666194 (E)	JQ933380	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	35476	Asterales	100962	Asteraceae			484575	Launaea	555648	Launaea secunda					(C.B.Clarke) Hook.f.																		taxon:1205754										Nepal		Dhaulagiri											
GSCMB814-12	CCDB-16702 E06	2547295	TG Lep 00054	TG Lep 00054	Research Collection of Theo C. Garrevoet		BOLD:AAQ0845	20	Arthropoda	82	Insecta	113	Lepidoptera											Theo C. Garrevoet							Gorbunov O. & Petrova L.							A	M	S						26.98	87.33							Nepal					1807642	http://www.boldsystems.org/pics/GSCMB/TG_Lep_0054+1330278834.jpg	imago	Dorsal	T. Garrevoet	2012	CreativeCommons - Attribution Non-Commercial Share-Alike		T. Garrevoet
GWORF312-09	BC ZFMK Lep 00594	1160043	BC ZFMK Lep 00594	BC ZFMK Lep 00594	Zoologisches Forschungsmuseum Alexander Koenig			20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5509	Ennominae	228378	Prometopidia	1074985	Prometopidia joshimathensis	1074987	Prometopidia joshimathensis yazakii	Axel Hausmann							L. Bodi & G. Makranczy							A	F	S										2450				Nepal		Dhaulagiri		2,5 km SE of Lebang									
GWORF575-11	BC ZFMK Lep 00952	2115221	BC ZFMK Lep 00952	BC ZFMK Lep 00952	Zoologisches Forschungsmuseum Alexander Koenig		BOLD:AAZ6440	20	Arthropoda	82	Insecta	113	Lepidoptera											Dieter Stuening							Th. Ihle							A	M	S						27.9875	85.0767							Nepal													
GWORU485-10	BC NP 0387	1409390	BC NP 0387	BC NP 0387	Research Collection of Norbert Poell		BOLD:AAM0885	20	Arthropoda	82	Insecta	113	Lepidoptera											Norbert Poell							leg. V. Gurkow							A	M	S						27.7	86.7			2900				Nepal													
GWOSM354-11	BC ZSM Lep 43440	1937169	BC ZSM Lep 43440	BC ZSM Lep 43440	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ACE3943	20	Arthropoda	82	Insecta	113	Lepidoptera											Ulf Buchsbaum				Paratype Leucophlebia schachti			Gy. M. Laszle & G. Ronkay							Adult	M	S						28.6	83.65			1300				Nepal					1133083	http://www.boldsystems.org/pics/GWOSM/BC_ZSM_Lep_43440+1282318956.JPG	Dorsal	Adult	Axel Hausmann	2010	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	ZSM Photography Team
GWOST297-11	BC ZSM Lep 47848	2197378	BC ZSM Lep 47848	BC ZSM Lep 47848	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAX2182	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389651	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47848+1317742800.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST299-11	BC ZSM Lep 47850	2197380	BC ZSM Lep 47850	BC ZSM Lep 47850	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAE9061	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	M	S										2900				Nepal					1389653	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47850+1317742800.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST350-11	BC ZSM Lep 47901	2197431	BC ZSM Lep 47901	BC ZSM Lep 47901	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAC5075	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	M	S										2900				Nepal					1389704	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47901+1317742920.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
ITSAB2592-14	AJ410334	4687562	Chassot 97-2 (NEU)	AJ410334	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121212	Gentianales	121708	Gentianaceae			368249	Swertia	622444	Swertia chirayita																							Swertia chirayita										Nepal		Langtang											
ITSAH802-14	EU314866	4651346	Polunin et al. 4299 (UPS)	EU314866	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121216	Lamiales	121241	Oleaceae			121562	Fraxinus	614929	Fraxinus micrantha																							Fraxinus micrantha										Nepal													
ITSAK1224-14	GQ905885	4721180	Long 21610b E 1991	GQ905885	Mined from GenBank, NCBI			176192	Bryophyta	176410	Bryopsida	410729	Hookeriales	410730	Daltoniaceae			461459	Daltonia	637241	Daltonia aristifolia																							Daltonia aristifolia										Nepal													
ITSAK1227-14	GQ905888	4721183	Long 20439 E 1991	GQ905888	Mined from GenBank, NCBI			176192	Bryophyta	176410	Bryopsida	410729	Hookeriales	410730	Daltoniaceae			461459	Daltonia	637243	Daltonia apiculata																							Daltonia apiculata										Nepal													
ITSAL3109-14	HQ452105	4658652	S B56 Ghunsa  D.G.Long	HQ452105	Mined from GenBank, NCBI			176192	Bryophyta	176410	Bryopsida	210668	Hypnales	410414	Amblystegiaceae			410945	Sanionia	410946	Sanionia uncinata					Loeske, 1907																		Sanionia uncinata										Nepal													
ITSAN4357-14	JX078977	4704321	E:Egan 17	JX078977	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121255	Papaveraceae			291820	Meconopsis	557332	Meconopsis autumnalis																							Meconopsis autumnalis										Nepal													
ITSAO1692-14	JX569807	4711652	NAST-F7	JX569807	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121212	Gentianales	121708	Gentianaceae			368249	Swertia	622444	Swertia chirayita																							Swertia chirayita										Nepal		Lalitpur											
ITSAO1704-14	JX569819	4711664	NAST-K511	JX569819	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121212	Gentianales	121708	Gentianaceae			368249	Swertia	622448	Swertia dilatata																							Swertia dilatata										Nepal		Kaski											
ITSAO1707-14	JX569824	4711667	NAST-SB	JX569824	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121212	Gentianales	121708	Gentianaceae			368249	Swertia	622447	Swertia pedicellata																							Swertia pedicellata										Nepal		Sankhuwasabha											
JPCAD378-08	08JPCAD-378	751494		08JPCAD-378	Smithsonian Institution, National Museum of Natural History		BOLD:AAE7414	20	Arthropoda	82	Insecta	99	Trichoptera	1469	Hydropsychidae	95145	Macronematinae	95146	Macrostemum	130997	Macrostemum punctatum			Oliver S. Flint, Jr.		Betten, 1909					Karki							A		S										1800				Nepal		GaneshiHimal	MailungKoa	40km NW Kathmandu									
LBEOA470-11	2011.2552	2125806	2011.2552	2011.2552	Museum Witt Muenchen		BOLD:ABA0242	20	Arthropoda	82	Insecta	113	Lepidoptera											Vadim V. Zolotuhin							Hreblay & Szecsenyi							A	F	S						28.07	84.09			1900				Nepal													
PGBMA9502-20	KJ488189	11204863	DNA 935		Mined from GenBank, NCBI			176192	Bryophyta	176410	Bryopsida	744099	Splachnales	410651	Splachnaceae			410675	Tetraplodon	735217	Tetraplodon angustatus																																	Nepal													
SARBA632-09	BC-RBP-1102	1037087		BC-RBP-1102	Research Collection of Ron Brechlin		BOLD:AAB9585	20	Arthropoda	82	Insecta	113	Lepidoptera	451	Saturniidae	6236	Saturniinae	86648	Saturnia	777442	Saturnia bonita			Ron Brechlin							local coll.							A	F	S										2900				Nepal		Deorali Danda											
SASNC352-11	barcode SNB 2436	1863125		barcode SNB 2436	Research Collection of Swen Loeffler		BOLD:AAB1288	20	Arthropoda	82	Insecta	113	Lepidoptera											Rodolphe Rougerie	DNA & Geography						T. Ihle							A	M	S						28.07	85.1058			2900				Nepal													
SICOC009-18	CCDB-32959-A09	9568412	USNMENT01521619		Smithsonian Institution, National Museum of Natural History			20	Arthropoda	82	Insecta	133	Hemiptera	26328	Cicadellidae	177880	Cicadellinae	898071	Atkinsoniella	898072	Atkinsoniella opponens			D. A. Young				Vouchered:Registered Collection	inv leg		G.F.Hevel								M											1448		76		Nepal				Godaviri	3477815	http://www.boldsystems.org/pics/SICOC/CCDB-32959-A09_Dorsal+1548855152.jpg	Dorsal		Smithsonian Institution	2019	CreativeCommons - Attribution	Smithsonian Institution	CBG Photography Group
SPRBA449-08	BC-RBP-0449	722524		BC-RBP-0449	Research Collection of Ron Brechlin		BOLD:AAC4925	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	2035	Smerinthinae	51251	Cypa	101205	Cypa pallens			Ron Brechlin		Jordan, 1926					Hreblay							A	M	S				ssp.pallens?						2000				Nepal			10 km N Surkhet										
SPRBA580-09	BC-RBP-1238	1038172		BC-RBP-1238	Research Collection of Ron Brechlin		BOLD:AAB5522	20	Arthropoda	82	Insecta	113	Lepidoptera											Ian J. Kitching							Ron Brechlin							A	F	S						28.2	83.45			1350				Nepal													
BDORH089-13	DIP123241	3278906	123241	123241	South China Agricultural University, Department of Entomology		BOLD:ACF7211	20	Arthropoda	82	Insecta	127	Diptera	1717	Drosophilidae	467362	Steganinae	165095	Leucophenga	528806	Leucophenga kurahashii			Hong-wei Chen	morphological	Okada, 1987			muscular tissue		Xiao-Sheng Chen							Adult	M	S					::taxonomy:High Confidence in identification::endTaxonomy:	27.983	86.667			139				Nepal		Sagarmatha	Siraha										
CNCHG1318-12	CNC#HEM405712	2728953	CNC#HEM405712		Canadian National Collection of Insects, Arachnids and Nematodes		BOLD:ACA8985	20	Arthropoda	82	Insecta	133	Hemiptera											C. N. C. Curators				Vouchered:Registered Collection	Tissue		Canadian Nepal Expedition																			137				Nepal					1765716	http://www.boldsystems.org/pics/CNCHG/cnc#hem405712+1345745306.jpg	Lateral		CNC/BIO Photography Group	2012	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
COCUZ557-18	UHIM.ms5960	9394773	UHIM.ms5960	FF15Np005ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.608	83.7426							Nepal				Ramnagar, Nawalparasi									
COCUZ646-18	UHIM.ms6059	9394862	UHIM.ms6059	FF15Np001ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5888	83.7149							Nepal				Ramnagar, Nawalparasi									
DACIN026-20	UHIM.ms07820	11687542	UHIM.ms07820	FFNp019	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	79338	Dacus	196592	Dacus longicornis			Camiel Doorenweerd		Wiedemann, 1830					L. Leblanc & B. Bhandari							adult	M	S						27.591	83.721			129				Nepal				Ramnagar: Community Forest									
DACIN2506-20	UHIM.ms09002	12230658	UHIM.ms09002	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN2511-20	UHIM.ms09008	12230663	UHIM.ms09008	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN2520-20	UHIM.ms09018	12230672	UHIM.ms09018	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN2556-20	UHIM.ms09057	12230708	UHIM.ms09057	FF15Np004	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5996	83.7273			138.9				Nepal				Ramnagar, Nawalparasi									
DACIN2561-20	UHIM.ms09063	12230713	UHIM.ms09063	FF15Np004	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5996	83.7273			138.9				Nepal				Ramnagar, Nawalparasi									
DACIN3466-20	UHIM.ms10221	12231618	UHIM.ms10221	FF15Np004	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	453393	Bactrocera raiensis			Michael San jose		Drew & Hancock, 1994					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult		S						27.5996	83.7273			138.9				Nepal				Ramnagar, Nawalparasi									
DEEUR602-16	TLMF Lep 19032	6799268	1830933		University of Copenhagen, Natural History Museum of Denmark, Zoological Museum		BOLD:ACN1500	20	Arthropoda	82	Insecta	113	Lepidoptera	546510	Depressariidae	595299	Depressariinae	6592	Depressaria	731116	Depressaria taciturna			Peter Buchner	Genitalpr paration				leg		Fibiger M.							A	M	S				2404		28.383	85.05		20000	3400				Nepal				Ganesh Himal	2798747	http://www.boldsystems.org/pics/DEEUR/TLMF_Lep_19032_Depressaria-taciturna+1450807142.jpg	Dorsal	adult	Peter Buchner	2016	CreativeCommons - Attribution Non-Commercial Share-Alike	Tiroler Landesmuseum	Peter Buchner
FHDER121-16	CCDB-28977-G05	6840316		L#15DermaBG-58	Institute of Biodiversity and Ecosystem Research, Sofia		BOLD:ACZ4425	20	Arthropoda	82	Insecta	160573	Dermaptera	174659	Forficulidae	209109	Forficulinae	174660	Forficula					Gergin A. Blagoev	Morphology andBIN Taxonomy Match (Jan, 2021)			Vouchered:Registered Collection	Leg in 95% ETOH		B. Petrov						hand collecting	A	F	S	under stones					27.5454	87.831	GPS WGS84		2150				Nepal		Kanchenjunga Conservation Area, b/w Japantar and Amjilosha			2807985	http://www.boldsystems.org/pics/FHDER/CCDB-28977-G05+1454466096.JPG	Dorsal	Whole specimen	G. Blagoev	2016	CreativeCommons - Attribution	Centre for Biodiversity Genomics	G. Blagoev
FON010-15	DPR_FW 1213086	6233004		1213086	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	121216	Lamiales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
FON013-15	DPR_FW 1214138	6233007		1214138	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	200	Poales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
FON045-15	DPR_E 1311134	6233039		1311134	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	43434	Rosales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.436	87.458			3368				Nepal													
FON080-15	DPR_E 1312106	6233074		1312106	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	148675	Dioscoreales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.78	84.438			290				Nepal													
FON155-15	DPR_MW_B 125	6233149		B-125	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	122203	Asparagales															Vouchered:Registered Collection	leaf		C. A. Pendry, P. Kuss, A. Elliott, Ganga Datt Bhatt, Subhash Khatri															28.606	82.951			2534				Nepal													
FSSM028-14	CBD2012NEP15	4814664		CBD2012NEP15	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
GBAHO019-14	AY316771	4855967		AY316771	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus	642725	Pediculus humanus capitis																					Pediculus humanus capitis										Nepal													
