,processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
432,GWOTM034-14,BC ZSM Lep 68630,4307508,BC ZSM Lep 68630,BC ZSM Lep 68630,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ACL9943,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.683,,,2700.0,,,,Nepal,,,,,2262654,http://www.boldsystems.org/pics/GWOTM/BC_ZSM_Lep_68630+1394212778.JPG,adult,Dorsal,Axel Hausmann,2014,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1456,GWOTG419-12,BC ZSM Lep 62695,2533788,BC ZSM Lep 62695,BC ZSM Lep 62695,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAP2166,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,M,S,,,,,,28.4,83.683,,,2700.0,,,,Nepal,,,,,1638545,http://www.boldsystems.org/pics/GWOTG/BC_ZSM_Lep_62695+1338488466.JPG,Adult,Dorsal,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1519,GWOTM091-14,BC ZSM Lep 68687,4307565,BC ZSM Lep 68687,BC ZSM Lep 68687,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ACL9748,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.683,,,2700.0,,,,Nepal,,,,,2262711,http://www.boldsystems.org/pics/GWOTM/BC_ZSM_Lep_68687+1394212806.JPG,larva,Dorsal,Axel Hausmann,2014,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1646,GWOTG159-12,BC ZSM Lep 58160,2533528,BC ZSM Lep 58160,BC ZSM Lep 58160,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABY6284,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,M,S,,,,,,28.4,83.683,,,2700.0,,,,Nepal,,,,,1638285,http://www.boldsystems.org/pics/GWOTG/BC_ZSM_Lep_58160+1338488312.JPG,Adult,Dorsal,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
37,GWORK1212-15,BC ZSM Lep 73904,5524673,BC ZSM Lep 73904,BC ZSM Lep 73904,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAP4036,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,F,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2555418,http://www.boldsystems.org/pics/GWORK/BC_ZSM_Lep_73904+1424362956.JPG,adult,Dorsal,Axel Hausmann,2015,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
876,GWOTE681-12,BC ZSM Lep add 57827,2493544,BC ZSM Lep add 57827,BC ZSM Lep add 57827,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW5724,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594560,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57827+1332406526.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1007,GWOTE678-12,BC ZSM Lep add 57824,2493541,BC ZSM Lep add 57824,BC ZSM Lep add 57824,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW5713,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594557,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57824+1332406520.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1008,GWOTE763-12,BC ZSM Lep 58194,2493626,BC ZSM Lep 58194,BC ZSM Lep 58194,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW5780,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594050,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_58194+1332348452.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1072,GWORK1211-15,BC ZSM Lep 73903,5524672,BC ZSM Lep 73903,BC ZSM Lep 73903,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABX0427,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2555417,http://www.boldsystems.org/pics/GWORK/BC_ZSM_Lep_73903+1424362956.JPG,adult,Dorsal,Axel Hausmann,2015,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1073,GWORT1335-15,BC ZSM Lep 74491,5583404,BC ZSM Lep 74491,BC ZSM Lep 74491,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ACT1091,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2563035,http://www.boldsystems.org/pics/GWORT/BC_ZSM_Lep_74491+1425055562.JPG,adult,Dorsal,Axel Hausmann,2015,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1136,GWOSU915-11,BC ZSM Lep 60531,2198956,BC ZSM Lep 60531,BC ZSM Lep 60531,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABU6081,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,A,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1393144,http://www.boldsystems.org/pics/GWOSU/BC_ZSM_Lep_60531+1317748080.JPG,Adult,Dorsal,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Dr. Axel Hausmann
1137,GWOTE699-12,BC ZSM Lep add 57845,2493562,BC ZSM Lep add 57845,BC ZSM Lep add 57845,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAC5417,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594578,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57845+1332406580.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1197,GWOST916-11,BC ZSM Lep 58822,2197997,BC ZSM Lep 58822,BC ZSM Lep 58822,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW0218,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1391092,http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_58822+1317743700.JPG,Dorsal,adult,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Dr. Axel Hausmann
1199,GWOTE672-12,BC ZSM Lep add 57818,2493535,BC ZSM Lep add 57818,BC ZSM Lep add 57818,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABX0427,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594551,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57818+1332406510.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1325,GWOTE711-12,BC ZSM Lep add 57857,2493574,BC ZSM Lep add 57857,BC ZSM Lep add 57857,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABX0425,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594590,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57857+1332406618.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1449,GWORC2662-13,BC ZSM Lep 69384,4102996,BC ZSM Lep 69384,BC ZSM Lep 69384,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW5780,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2214790,http://www.boldsystems.org/pics/GWORC/BC_ZSM_Lep_69384+1388789882.JPG,adult,Dorsal,Axel Hausmann,2013,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1455,GWOTE617-12,BC ZSM Lep add 57953,2493480,BC ZSM Lep add 57953,BC ZSM Lep add 57953,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAF1296,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594781,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57953+1332400624.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1457,GWOTN080-15,BC ZSM Lep 69056,5510310,BC ZSM Lep 69056,BC ZSM Lep 69056,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAJ8159,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2552086,http://www.boldsystems.org/pics/GWOTN/BC_ZSM_Lep_69056+1424197668.JPG,adult,Dorsal,Axel Hausmann,2015,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1514,GWORC2742-13,BC ZSM Lep 69464,4103076,BC ZSM Lep 69464,BC ZSM Lep 69464,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAE9061,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2215222,http://www.boldsystems.org/pics/GWORC/BC_ZSM_Lep_69464+1388789936.JPG,adult,Dorsal,Axel Hausmann,2013,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1901,GWOTE823-12,BC ZSM Lep 58254,2493686,BC ZSM Lep 58254,BC ZSM Lep 58254,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAE9061,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594110,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_58254+1332348652.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1958,GWOTF210-12,BC ZSM Lep 60776,2515080,BC ZSM Lep 60776,BC ZSM Lep 60776,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW9619,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Sinaiev & Afonin,,,,,,,A,F,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1939525,http://www.boldsystems.org/pics/GWOTF/BC_ZSM_Lep_60776+1364649000.jpg,Dorsal,adult,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
2030,GWOTE620-12,BC ZSM Lep add 57956,2493483,BC ZSM Lep add 57956,BC ZSM Lep add 57956,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABX2718,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,1594784,http://www.boldsystems.org/pics/GWOTE/BC_ZSM_Lep_add_57956+1332400638.JPG,Dorsal,,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
2163,GWOTM101-14,BC ZSM Lep 68697,4307575,BC ZSM Lep 68697,BC ZSM Lep 68697,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ACM1421,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,,,,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2262531,http://www.boldsystems.org/pics/GWOTM/BC_ZSM_Lep_68697+1394212246.JPG,adult,Dorsal,Axel Hausmann,2014,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
2280,GWORK1221-15,BC ZSM Lep 73913,5524682,BC ZSM Lep 73913,BC ZSM Lep 73913,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW5724,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2555427,http://www.boldsystems.org/pics/GWORK/BC_ZSM_Lep_73913+1424362956.JPG,adult,Dorsal,Axel Hausmann,2015,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
2481,GWORK1218-15,BC ZSM Lep 73910,5524679,BC ZSM Lep 73910,BC ZSM Lep 73910,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW5713,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Axel Hausmann,,,,,,,Siniaev & Afonin,,,,,,,a,M,S,,,,,,28.4,83.6833,,,2700.0,,,,Nepal,,,,,2555424,http://www.boldsystems.org/pics/GWORK/BC_ZSM_Lep_73910+1424362956.JPG,adult,Dorsal,Axel Hausmann,2015,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
877,GWOTG475-12,BC ZSM Lep 62751,2533844,BC ZSM Lep 62751,BC ZSM Lep 62751,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAZ8776,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,F,S,,,,,,28.4,83.7,,,4200.0,,,,Nepal,,,,,1638601,http://www.boldsystems.org/pics/GWOTG/BC_ZSM_Lep_62751+1338488516.JPG,Adult,Dorsal,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
939,GWOTG579-12,BC ZSM Lep 63235,2533948,BC ZSM Lep 63235,BC ZSM Lep 63235,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW9202,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,F,S,,,,,,28.4,83.7,,,4200.0,,,,Nepal,,,,,1638705,http://www.boldsystems.org/pics/GWOTG/BC_ZSM_Lep_63235+1338488562.JPG,Adult,Dorsal,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
1458,INSPH049-18,BC-Ivsh00998,8545573,,BC-Ivsh00998,Research Collection of Nikolay Ivshin,,BOLD:AAB5811,20,Arthropoda,82,Insecta,113.0,Lepidoptera,551.0,Sphingidae,6414.0,Macroglossinae,715389.0,Cechetra,776314.0,Cechetra lineosa,981655.0,Cechetra lineosa lineosa,Nikolay V. Ivshin,,,,,,,N. Ivshin,,,,,,,adult,M,S,,,,,,28.4,83.75,,,2600.0,,25.0,,Nepal,,Annapurna area,,Tadapani,3262681|3262680,http://www.boldsystems.org/pics/INSPH/Ivsh00998-2-IMG_3103+1517430634.jpg|http://www.boldsystems.org/pics/INSPH/Ivsh00998-1-IMG_3102+1517430631.jpg,Ventral|Dorsal,"Imago, male|Imago, male",Nikolay Ivshin|Nikolay Ivshin,|,CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike,|,Nikolay Ivshin|Nikolay Ivshin
2418,INSPH058-18,BC-Ivsh01004,8545582,,BC-Ivsh01004,Research Collection of Nikolay Ivshin,,BOLD:AAB5811,20,Arthropoda,82,Insecta,113.0,Lepidoptera,551.0,Sphingidae,6414.0,Macroglossinae,715389.0,Cechetra,776334.0,Cechetra scotti,,,Nikolay V. Ivshin,,,,,,,N. Ivshin,,,,,,,adult,M,S,,,,,,28.4,83.8167,,,1600.0,,,,Nepal,,Annapurna area,,Jhinu Danda,3262687|3262686,http://www.boldsystems.org/pics/INSPH/Ivsh01004-2-IMG_3121+1517430656.jpg|http://www.boldsystems.org/pics/INSPH/Ivsh01004-1-IMG_3120+1517430651.jpg,Ventral|Dorsal,"Imago, male|Imago, male",Nikolay Ivshin|Nikolay Ivshin,|,CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike,|,Nikolay Ivshin|Nikolay Ivshin
2000,GBGC18010-19,MH558115,10868274,,MH558115,"Mined from GenBank, NCBI",,BOLD:AEB6743,18,Chordata,62,Mammalia,313.0,Rodentia,64481.0,Cricetidae,3133.0,Arvicolinae,122971.0,Neodon,666077.0,Neodon sikimensis,,,,,,,,,,,,,,,,,,,,,,,,,28.413,83.818,,,,,,,Nepal,,,,,,,,,,,,,
757,GWOSW053-11,BC ZSM Lep 44659,2234330,BC ZSM Lep 44659,BC ZSM Lep 44659,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW2121,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Ulf Buchsbaum,,,,,,,Gy. Laszlo & G. Ronkay,,,,,,,A,M,S,,,,,,28.4167,83.6833,,,2300.0,,,,Nepal,,,,,1420990,http://www.boldsystems.org/pics/GWOSW/BC_ZSM_Lep_44659+1320073500.JPG,Adult,Dorsal,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Dr. Axel Hausmann
2538,GWOSR698-11,BC ZSM Lep 58034,2149826,BC ZSM Lep 58034,BC ZSM Lep 58034,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAI5474,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,F,S,,,,,,28.4167,83.8667,,,2700.0,,,,Nepal,,,,,1391832,http://www.boldsystems.org/pics/GWOSR/BC_ZSM_Lep_58034+1314038820.JPG,Adult,Dorsal,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Dr. Axel Hausmann
2319,GBGC18009-19,MH558114,10868273,,MH558114,"Mined from GenBank, NCBI",,BOLD:AEB6743,18,Chordata,62,Mammalia,313.0,Rodentia,64481.0,Cricetidae,3133.0,Arvicolinae,122971.0,Neodon,666077.0,Neodon sikimensis,,,,,,,,,,,,,,,,,,,,,,,,,28.426,83.828,,,,,,,Nepal,,,,,,,,,,,,,
1265,LBEOA713-11,2011.2320,2126049,2011.2320,2011.2320,Museum Witt Muenchen,,BOLD:ABW4771,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Vadim V. Zolotuhin,,,,,,,Ch. Sherpa,,,,,,,A,M,S,,,,,,28.43,83.39,,,2600.0,,,,Nepal,,,,,,,,,,,,,
1667,CII073-15,CNCCOLVG00008873,5591468,CNCCOLVG00008873,,"Canadian National Collection of Insects, Arachnids and Nematodes",,BOLD:ADE9987,20,Arthropoda,82,Insecta,413.0,Coleoptera,1752.0,Curculionidae,191199.0,Molytinae,677858.0,Peribleptus,,,,,Vasily V. Grebennikov,,,,,,,O. Jager,,,,,,,adult,,,,,,as8874 Nepal,,28.43,84.4,,,1600.0,,,,Nepal,,SW of Manaslu,,,,,,,,,,,
814,GWOSX074-11,BC ZSM Lep 44775,2261117,BC ZSM Lep 44775,BC ZSM Lep 44775,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABA3792,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Ulf Buchsbaum,,,,,,,"Gy, M. Laszlo & G. Ronkay",,,,,,,A,F,S,,,,,,28.4306,83.6833,,,2300.0,,,,Nepal,,,,,1430889,http://www.boldsystems.org/pics/GWOSX/BC_ZSM_Lep_44775+1321380720.JPG,Adult,Dorsal,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Dr. Axel Hausmann
1836,GWOSX075-11,BC ZSM Lep 44776,2261118,BC ZSM Lep 44776,BC ZSM Lep 44776,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABA3792,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Ulf Buchsbaum,,,,,,,"Gy, M. Laszlo & G. Ronkay",,,,,,,A,M,S,,,,,,28.4306,83.6833,,,2300.0,,,,Nepal,,,,,1430890,http://www.boldsystems.org/pics/GWOSX/BC_ZSM_Lep_44776+1321380720.JPG,Adult,Dorsal,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Dr. Axel Hausmann
1912,NPLRP316-08,ZMMU R-11749-1,973310,R-11749-1,,Zoological Museum of Moscow University,,BOLD:AAJ1638,18,Chordata,76,Reptilia,367.0,Squamata,615.0,Agamidae,79901.0,Agaminae,88030.0,Laudakia,174174.0,Laudakia tuberculata,,,Eugene Dunayev,,GRAY 1827,,,,,Olga V. Voltset,,,,,,,A,F,S,,,,,,28.45,83.97,,,2600.0,,,,Nepal,,Annapurana Conservation Area,Marpha,,,,,,,,,,
197,GACS8228-19,MG738542,10217686,,MG738542,University of Guelph,,BOLD:AAB8715,20,Arthropoda,63,Arachnida,251.0,Araneae,1290.0,Tetragnathidae,,,24699.0,Leucauge,941882.0,Leucauge argyrobapta,,,,,,,,,,,,,,,,,,,,,,,,,28.4529,81.7446,,,,,,,Nepal,,,,,,,,,,,,,
1076,GWOTF256-12,BC ZSM Lep 60822,2515126,BC ZSM Lep 60822,BC ZSM Lep 60822,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ABW9468,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Claude Herbulot,,,,,,,Siniaev & Afonin,,,,,,,A,F,S,,,,,,28.4667,83.8,,,4200.0,,,,Nepal,,,,,1939623,http://www.boldsystems.org/pics/GWOTF/BC_ZSM_Lep_60822+1364649000.jpg,Dorsal,adult,Axel Hausmann,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",photo work group Dr. Axel Hausmann
479,GBPOL2964-15,AB811849,6094972,,AB811849,"Mined from GenBank, NCBI",,,23675,Basidiomycota,125178,Agaricomycetes,93191.0,Polyporales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxon:1173714,sample ID: MQN003,28.47,83.48,,,,,,,Nepal,,Mustang Joomsom,,,,,,,,,,,
1015,LOWAB160-07,LOWA-NL-36,586126,,LOWA-NL-36,McGuire Centre for Lepidoptera and Biodiversity,,BOLD:ABZ6346,20,Arthropoda,82,Insecta,113.0,Lepidoptera,723.0,Nymphalidae,3425.0,Nymphalinae,7095.0,Aglais,94966.0,Aglais caschmirensis,,,Vladimir A. Lukhtanov,,,,,,,Andrei Sourakov,,,,,,,,,,,,,,,28.48,83.07,,,2000.0,,,,Nepal,,,,Dhorpatan-Beni trail,,,,,,,,,
1267,LOWAB125-07,LOWA-NL-1,586091,,LOWA-NL-1,McGuire Centre for Lepidoptera and Biodiversity,,BOLD:ABZ6346,20,Arthropoda,82,Insecta,113.0,Lepidoptera,723.0,Nymphalidae,3425.0,Nymphalinae,7095.0,Aglais,94966.0,Aglais caschmirensis,,,Vladimir A. Lukhtanov,,,,,,,Andrei Sourakov,,,,,,,,,,,,,,,28.48,83.07,,,2000.0,,,,Nepal,,,,Dhorpatan-Beni trail,,,,,,,,,
